study_hours,attendance_pct,prev_gpa,assignments_done,sleep_hours,internet_hours,family_support,part_time_job,extracurricular,parent_edu,gender,school_type,distance_km,quiz_avg,midterm_score,final_score,grade
8.5,54.5,3.77,57.1,7.7,3.3,2,1,0,None,Male,Public,12.5,55.9,64.2,61.0,Pass
6.9,79.4,3.6,61.9,7.6,2.2,5,0,0,Undergraduate,Male,Private,9.8,47.4,74.5,73.3,Distinction
7.5,74.0,3.18,64.0,4.6,4.2,3,0,1,High School,Female,Public,18.5,62.8,85.3,71.5,Distinction
6.4,88.2,2.84,68.7,5.3,1.8,3,0,0,Undergraduate,Female,Private,9.6,44.5,83.7,66.3,Pass
2.7,73.5,2.6,80.4,7.2,3.1,4,1,0,Postgraduate,Female,Private,1.4,60.8,55.8,47.6,Pass
4.0,73.1,4.0,89.3,4.5,2.7,5,0,1,Undergraduate,Female,Private,19.9,60.8,78.6,78.3,Distinction
6.0,89.0,2.51,74.0,8.2,4.2,4,1,1,High School,Male,Public,17.2,28.0,66.0,55.0,Pass
2.6,83.0,2.27,75.3,8.3,0.6,5,0,0,High School,Female,Private,20.6,73.0,79.9,56.6,Pass
6.4,82.7,3.47,77.9,7.5,1.7,5,1,0,Undergraduate,Male,Public,2.5,62.3,71.1,78.6,Distinction
4.5,85.0,2.44,64.7,5.3,0.5,3,0,1,Undergraduate,Male,Public,3.8,82.7,66.4,56.4,Pass
4.3,55.0,2.33,56.5,9.1,2.6,3,1,1,None,Female,Private,4.2,68.2,68.9,37.5,Fail
6.4,89.4,1.99,39.9,10.0,4.8,1,0,0,Undergraduate,Female,Public,8.5,76.0,66.1,44.9,Fail
5.9,87.2,2.66,61.1,7.2,2.2,5,1,1,High School,Male,Public,1.7,82.9,66.7,67.1,Pass
4.3,62.7,2.94,84.5,7.8,2.2,2,0,1,None,Female,Public,5.8,63.0,59.5,49.1,Pass
7.3,74.3,3.17,60.9,7.3,4.3,5,0,0,Postgraduate,Male,Public,2.4,65.0,58.0,67.6,Pass
2.8,77.4,3.67,70.2,7.8,4.6,3,0,1,Undergraduate,Male,Public,3.7,41.4,90.2,60.6,Pass
6.2,76.0,3.37,84.3,6.8,2.9,3,1,1,High School,Female,Public,14.7,83.6,69.6,75.9,Distinction
6.2,83.0,2.87,85.4,6.9,4.0,1,1,0,Undergraduate,Male,Public,23.2,62.8,52.8,58.8,Pass
4.4,99.5,2.86,53.4,8.4,1.4,3,0,1,Postgraduate,Female,Private,0.5,49.9,57.6,51.5,Pass
5.7,94.2,3.36,94.9,10.0,5.1,5,0,0,None,Female,Public,10.0,76.1,78.9,88.5,Distinction
2.5,58.3,3.89,97.5,4.9,6.2,1,0,1,Undergraduate,Female,Public,0.5,32.3,50.2,44.3,Fail
6.8,87.3,3.09,52.4,6.8,3.8,3,1,1,Undergraduate,Male,Public,1.1,58.6,38.3,52.8,Pass
4.6,97.9,2.67,58.5,5.2,0.0,1,1,0,High School,Female,Private,14.7,78.6,39.5,46.2,Pass
4.0,83.8,2.3,98.8,9.4,2.2,3,1,1,Undergraduate,Male,Private,16.0,58.4,34.3,47.2,Pass
7.1,94.4,1.99,72.1,6.1,3.9,2,0,1,None,Female,Private,20.2,54.2,41.2,47.0,Pass
3.6,100.0,3.47,30.6,4.8,2.4,3,1,0,Undergraduate,Male,Public,7.7,58.8,43.1,44.0,Fail
2.2,93.4,3.4,47.0,8.0,4.9,5,1,0,Undergraduate,Male,Public,23.6,34.9,84.2,54.4,Pass
1.9,81.7,3.4,70.0,9.6,3.9,3,0,0,High School,Male,Public,2.2,75.7,61.3,53.5,Pass
6.2,93.7,2.91,51.7,8.0,1.9,3,0,1,Undergraduate,Male,Public,3.4,63.2,56.2,57.7,Pass
2.4,80.2,3.98,66.7,7.3,3.0,4,0,1,Undergraduate,Male,Public,1.7,60.9,38.9,52.3,Pass
8.5,78.4,2.66,75.6,7.6,1.7,2,0,1,High School,Female,Private,19.2,61.0,59.7,63.6,Pass
0.8,72.7,3.67,100.0,9.1,2.7,3,0,0,Undergraduate,Male,Public,3.1,65.2,34.2,49.0,Pass
8.4,100.0,2.97,69.2,5.7,2.2,4,0,0,None,Female,Private,2.0,74.8,56.1,77.4,Distinction
5.4,65.7,2.57,96.5,6.8,4.8,3,0,0,Postgraduate,Female,Public,11.7,64.2,95.0,70.9,Distinction
4.8,100.0,3.41,100.0,6.3,6.2,4,0,0,Undergraduate,Female,Private,1.0,44.6,72.6,79.1,Distinction
3.9,85.5,3.29,100.0,5.2,0.9,3,0,0,Undergraduate,Female,Public,0.6,73.6,58.6,70.1,Distinction
5.8,57.0,3.25,80.7,6.5,0.1,4,0,0,Undergraduate,Male,Private,1.4,72.5,73.2,67.5,Pass
4.9,83.5,3.06,35.7,8.7,2.6,5,1,0,Undergraduate,Female,Public,0.5,68.1,53.7,51.0,Pass
7.2,46.5,2.97,84.2,7.8,0.7,2,0,1,Postgraduate,Female,Private,14.3,81.1,49.2,57.7,Pass
5.2,87.4,4.0,96.0,8.0,3.1,3,0,1,Undergraduate,Female,Public,9.9,65.5,89.3,89.5,Distinction
5.3,91.3,3.83,73.4,7.2,4.1,3,0,1,Postgraduate,Female,Public,2.8,81.7,43.7,71.7,Distinction
4.3,69.1,3.51,100.0,7.8,5.2,2,1,0,Undergraduate,Female,Public,3.2,86.1,56.3,67.9,Pass
4.9,79.9,3.08,92.2,5.8,3.3,5,1,1,High School,Female,Public,20.0,73.7,66.9,73.3,Distinction
5.6,100.0,3.71,86.4,6.5,2.7,4,0,1,Postgraduate,Male,Private,8.4,53.8,47.0,75.6,Distinction
1.6,70.4,3.36,96.7,7.3,0.0,3,1,1,Undergraduate,Male,Private,14.4,63.0,72.4,58.8,Pass
2.3,62.1,3.02,81.7,7.4,3.0,4,0,0,Undergraduate,Male,Private,7.2,83.6,57.1,52.0,Pass
6.5,100.0,2.79,25.1,7.5,3.1,2,1,0,Postgraduate,Female,Private,3.3,42.5,72.6,49.7,Pass
5.3,100.0,2.94,65.0,6.8,4.0,4,0,0,None,Female,Public,42.2,59.1,71.4,66.5,Pass
4.6,78.1,0.78,98.9,6.4,1.9,4,0,0,High School,Female,Private,10.0,59.9,58.1,41.8,Fail
5.0,93.2,3.15,58.8,10.0,2.3,4,0,1,High School,Male,Public,1.7,52.0,89.4,68.2,Pass
5.7,98.1,2.66,70.5,8.4,0.8,3,0,1,Undergraduate,Female,Private,6.3,78.1,51.4,62.8,Pass
3.9,66.9,4.0,54.1,7.6,0.0,4,0,0,Undergraduate,Female,Public,4.8,70.7,83.6,66.3,Pass
3.4,70.7,3.01,100.0,6.7,1.3,3,1,0,Postgraduate,Male,Private,2.9,54.3,80.8,64.1,Pass
5.4,96.5,2.17,100.0,6.3,0.6,4,1,1,Undergraduate,Female,Public,32.5,74.1,90.3,79.8,Distinction
3.0,100.0,2.97,57.3,6.8,3.5,3,0,0,Undergraduate,Male,Public,25.5,62.6,64.8,53.9,Pass
5.8,86.4,2.27,77.9,7.4,2.2,3,0,1,Postgraduate,Female,Public,2.7,51.6,49.4,51.8,Pass
1.6,64.8,3.33,61.4,4.2,2.2,4,0,1,Undergraduate,Female,Public,5.2,54.3,95.2,52.6,Pass
7.1,100.0,3.2,87.3,4.6,1.5,5,0,0,High School,Female,Public,17.2,71.5,56.6,83.7,Distinction
5.9,70.0,3.67,85.2,6.0,0.0,1,0,1,Undergraduate,Male,Public,2.8,79.1,49.0,64.7,Pass
5.5,73.0,2.45,91.2,7.3,5.3,5,0,0,Postgraduate,Female,Private,10.7,57.7,59.0,61.7,Pass
7.0,83.1,3.02,81.6,6.6,1.5,4,1,1,Postgraduate,Male,Public,14.4,73.2,46.3,70.1,Distinction
8.3,100.0,2.04,100.0,9.2,2.4,4,0,1,Undergraduate,Female,Private,12.7,88.7,70.4,86.9,Distinction
7.0,90.8,3.49,54.4,4.8,0.8,5,0,1,Postgraduate,Male,Public,14.7,46.1,52.3,67.2,Pass
1.3,84.2,3.36,40.8,5.9,4.5,3,0,0,High School,Female,Public,14.7,70.3,57.4,39.9,Fail
2.4,84.9,3.35,67.1,9.3,3.2,5,0,0,High School,Male,Public,40.2,77.5,77.5,65.5,Pass
3.8,78.7,3.0,43.6,7.2,1.8,2,0,0,Postgraduate,Male,Public,5.1,63.6,72.0,46.4,Pass
5.1,86.4,3.29,45.2,8.3,2.4,2,1,0,High School,Female,Public,25.3,83.6,62.2,56.7,Pass
6.0,40.1,4.0,55.0,10.0,5.5,4,0,1,High School,Male,Public,0.5,98.0,64.7,64.5,Pass
3.5,73.6,2.8,56.6,6.0,2.9,5,0,0,High School,Male,Public,4.1,70.2,62.2,49.9,Pass
5.4,81.6,3.1,55.9,6.9,2.7,5,1,1,Undergraduate,Male,Private,0.6,61.5,55.1,58.1,Pass
3.5,60.7,2.24,85.4,6.6,1.6,4,0,0,Undergraduate,Female,Public,12.6,79.7,62.0,49.4,Pass
3.8,83.8,2.39,64.9,4.1,0.2,4,1,0,High School,Male,Public,1.3,77.6,69.9,54.3,Pass
2.2,74.9,3.07,71.4,6.5,2.8,3,0,1,Postgraduate,Female,Private,22.4,27.2,60.0,39.3,Fail
3.2,100.0,3.77,92.9,8.3,3.5,5,0,0,Postgraduate,Male,Private,12.5,65.0,68.7,81.8,Distinction
2.3,100.0,2.82,59.7,7.8,4.6,3,1,1,High School,Male,Public,0.5,59.1,48.6,43.3,Fail
3.0,71.0,2.83,69.7,7.9,0.0,4,1,0,High School,Male,Private,15.1,71.0,52.3,46.6,Pass
7.1,75.7,2.72,82.3,6.4,1.3,4,0,1,Undergraduate,Male,Private,23.8,62.1,50.3,63.2,Pass
3.1,76.9,2.63,36.2,6.0,2.1,4,0,1,Undergraduate,Female,Public,13.0,63.7,53.0,34.6,Fail
10.3,71.2,3.21,27.3,8.9,3.0,3,1,1,High School,Female,Public,0.5,52.1,82.6,64.9,Pass
6.0,80.9,1.95,81.9,6.3,2.8,5,0,0,High School,Male,Private,23.4,76.0,73.6,65.3,Pass
5.4,66.6,3.9,84.8,7.4,2.8,4,0,0,High School,Female,Public,15.8,89.8,44.8,71.3,Distinction
3.3,61.0,2.53,100.0,7.2,3.6,5,1,1,High School,Female,Public,5.7,52.3,69.0,54.1,Pass
6.4,87.3,3.51,78.2,9.2,1.6,1,0,1,Undergraduate,Male,Public,4.8,44.0,55.8,61.9,Pass
3.8,87.4,2.11,91.4,8.5,4.4,4,1,0,Undergraduate,Male,Private,7.8,65.3,51.1,53.1,Pass
5.2,65.9,3.47,71.1,5.1,3.7,4,1,0,Undergraduate,Male,Private,24.2,64.6,38.2,54.0,Pass
10.1,91.4,3.47,80.9,5.2,2.5,4,1,0,Undergraduate,Male,Private,3.5,82.6,77.6,100.0,Distinction
4.8,68.5,3.27,100.0,7.9,5.4,5,1,0,High School,Male,Private,1.3,46.6,40.2,58.9,Pass
7.3,81.8,2.3,32.5,6.9,5.3,1,0,1,Undergraduate,Male,Public,24.0,56.9,61.2,40.3,Fail
3.6,90.3,3.17,83.3,6.3,4.4,1,0,0,None,Female,Public,0.5,32.8,46.9,44.2,Fail
4.9,77.5,2.17,100.0,8.5,0.0,3,0,0,Undergraduate,Male,Private,29.0,85.6,74.4,67.4,Pass
8.5,84.8,2.82,80.6,7.3,5.4,1,1,1,Undergraduate,Male,Private,4.4,68.8,56.7,68.3,Pass
3.7,70.3,3.72,100.0,7.1,4.2,5,1,0,Undergraduate,Male,Public,8.5,58.0,59.8,70.3,Distinction
8.6,75.1,3.56,62.4,8.2,6.0,3,0,1,Undergraduate,Female,Public,1.7,45.2,60.4,67.5,Pass
6.4,74.9,3.01,74.4,6.4,4.9,3,0,1,Undergraduate,Male,Public,27.9,46.5,66.8,60.4,Pass
3.9,66.8,2.32,75.7,9.4,5.4,2,1,0,Postgraduate,Female,Public,16.6,71.2,62.2,44.7,Fail
6.3,75.3,3.45,30.6,5.8,4.3,4,0,1,Undergraduate,Female,Public,30.9,48.4,61.3,51.2,Pass
6.9,54.8,3.01,51.6,8.0,5.0,3,0,0,Undergraduate,Female,Public,13.8,66.6,53.7,48.5,Pass
6.2,70.6,1.38,53.1,9.2,6.0,1,1,0,Postgraduate,Male,Private,2.5,95.6,36.8,31.9,Fail
1.9,73.7,3.55,91.4,4.9,3.3,3,1,0,Undergraduate,Female,Public,4.4,59.8,44.1,50.9,Pass
3.5,74.2,2.98,92.4,6.5,0.6,3,1,0,Undergraduate,Male,Private,8.0,50.6,73.5,58.9,Pass
4.5,74.4,3.84,81.5,8.7,2.5,5,1,0,None,Male,Public,11.2,70.7,57.1,70.3,Distinction
4.9,77.1,2.23,91.5,8.7,3.6,3,0,0,High School,Male,Public,31.3,46.6,51.4,47.1,Pass
6.2,85.2,0.78,71.7,6.7,3.1,4,1,1,Undergraduate,Male,Public,5.8,90.8,39.5,42.3,Fail
5.4,91.1,3.2,99.0,5.9,1.1,5,0,1,Undergraduate,Female,Private,14.6,86.1,34.5,75.4,Distinction
2.3,68.3,3.2,75.2,8.4,0.6,4,1,1,High School,Male,Public,38.9,62.5,50.7,46.4,Pass
5.8,60.0,1.82,76.2,8.8,1.9,5,0,1,Postgraduate,Female,Private,2.0,51.5,76.2,51.0,Pass
6.2,62.4,2.32,69.7,5.3,4.2,5,0,0,High School,Female,Private,23.8,58.6,53.1,49.1,Pass
6.1,70.7,4.0,88.7,5.2,5.4,3,0,0,Undergraduate,Male,Public,6.6,60.6,68.4,76.7,Distinction
7.2,72.7,2.79,66.6,7.3,4.4,4,0,0,High School,Male,Public,15.8,70.8,52.4,59.8,Pass
6.7,66.5,3.51,94.5,7.9,4.6,2,1,0,Undergraduate,Female,Private,4.2,80.6,72.2,77.7,Distinction
5.9,58.6,2.54,52.4,6.6,2.9,3,1,1,Undergraduate,Female,Public,4.9,49.5,56.4,38.4,Fail
4.9,71.2,1.54,53.0,8.0,0.4,5,1,0,High School,Male,Public,0.5,80.2,42.3,34.9,Fail
1.7,80.7,2.88,88.7,5.9,2.3,4,1,0,None,Male,Public,42.7,74.3,57.7,53.1,Pass
5.9,86.9,2.81,73.2,3.8,2.6,4,0,0,Undergraduate,Male,Public,20.1,57.4,91.3,72.7,Distinction
5.4,69.6,2.72,65.9,6.4,2.3,4,1,0,Undergraduate,Female,Private,1.2,48.7,90.6,59.9,Pass
5.5,71.8,2.92,92.8,7.1,3.1,3,1,0,Undergraduate,Male,Public,60.0,66.7,69.8,66.8,Pass
2.4,64.1,3.18,62.9,6.6,3.7,5,1,0,Postgraduate,Male,Public,11.1,49.1,59.8,44.7,Fail
2.8,77.5,2.89,71.0,5.3,4.3,3,0,1,None,Male,Public,23.1,80.4,66.9,52.8,Pass
7.1,65.3,2.12,100.0,4.3,2.6,3,0,0,Undergraduate,Male,Private,0.8,48.1,67.1,58.8,Pass
4.9,86.6,3.34,100.0,6.2,0.1,5,1,1,Undergraduate,Female,Private,5.9,73.2,61.4,79.9,Distinction
6.4,51.2,1.64,100.0,8.3,2.3,3,0,0,Postgraduate,Female,Private,13.3,63.8,69.1,51.9,Pass
5.1,72.6,1.56,69.4,8.9,3.1,4,1,0,Postgraduate,Male,Private,1.4,56.6,65.3,42.9,Fail
5.1,82.5,3.52,99.6,8.8,4.8,4,1,1,Undergraduate,Female,Public,8.1,63.5,56.9,74.6,Distinction
6.9,80.8,3.35,56.0,5.8,2.1,3,0,1,Undergraduate,Male,Public,7.0,81.2,42.9,61.7,Pass
4.0,100.0,2.96,56.9,5.3,3.8,5,1,0,High School,Female,Public,2.9,47.1,54.6,53.8,Pass
5.2,83.2,2.02,28.0,7.7,3.4,4,1,1,High School,Female,Private,4.3,58.8,74.8,40.3,Fail
4.1,62.9,2.5,100.0,8.0,3.1,3,1,0,Undergraduate,Male,Private,41.0,53.7,61.5,51.1,Pass
4.1,76.6,2.82,57.7,7.6,4.4,2,0,0,Undergraduate,Male,Private,4.1,64.4,66.8,47.1,Pass
4.4,51.4,1.88,72.5,4.0,2.0,5,1,1,Undergraduate,Male,Private,2.9,54.7,57.5,36.4,Fail
5.4,76.8,2.48,56.8,5.7,2.1,1,0,1,Undergraduate,Male,Public,9.2,38.5,45.0,32.4,Fail
4.0,65.5,3.46,88.9,7.0,3.0,5,0,0,High School,Female,Public,13.3,49.2,58.2,60.0,Pass
7.5,91.7,4.0,67.5,7.7,2.0,3,1,0,Undergraduate,Male,Public,15.5,89.6,45.6,80.8,Distinction
3.2,69.8,2.71,48.9,8.2,3.8,4,1,1,High School,Male,Public,16.8,68.7,44.6,35.2,Fail
4.6,76.2,3.53,83.8,7.2,1.9,5,1,0,High School,Male,Public,0.5,68.2,81.3,77.0,Distinction
4.1,68.5,1.66,46.3,7.5,3.3,2,0,0,High School,Male,Public,6.0,60.8,55.3,23.2,Fail
7.9,100.0,3.46,58.3,7.1,2.8,4,0,0,Postgraduate,Male,Public,17.8,64.2,50.1,74.9,Distinction
5.4,73.2,2.44,32.9,8.0,3.3,4,1,1,None,Male,Private,28.2,58.6,87.9,47.1,Pass
7.1,100.0,3.22,46.5,7.5,2.3,4,0,0,Undergraduate,Female,Public,11.1,72.9,75.0,75.0,Distinction
2.0,90.2,2.83,78.6,7.1,2.5,4,1,1,High School,Male,Public,0.6,66.5,56.1,52.1,Pass
5.5,85.2,3.92,35.7,6.6,3.1,4,1,1,Undergraduate,Female,Public,6.1,47.4,68.8,60.7,Pass
6.8,83.5,2.39,45.4,7.1,3.3,4,1,0,Postgraduate,Male,Public,0.9,68.8,58.2,54.0,Pass
5.2,83.9,3.44,75.0,7.7,3.0,5,0,1,Undergraduate,Female,Private,16.6,28.1,50.9,58.8,Pass
7.1,49.1,2.8,64.1,7.4,5.6,4,1,1,High School,Female,Public,0.8,71.2,69.6,57.0,Pass
4.0,73.8,2.89,100.0,7.6,1.5,3,1,0,High School,Female,Private,2.5,43.9,56.8,53.7,Pass
7.8,90.7,2.87,100.0,9.0,2.9,5,0,0,Postgraduate,Male,Public,6.5,63.6,63.2,85.8,Distinction
9.6,77.3,2.41,57.6,7.4,0.6,3,0,1,High School,Female,Public,7.5,47.1,78.3,63.8,Pass
4.3,56.9,2.99,86.1,6.0,3.6,1,0,1,Undergraduate,Male,Public,6.3,65.0,76.6,53.6,Pass
4.1,77.2,2.96,90.0,8.3,1.3,3,0,0,Undergraduate,Female,Public,7.5,73.7,53.2,59.5,Pass
7.9,100.0,3.17,63.1,5.0,2.6,2,1,1,High School,Male,Public,15.0,87.5,69.8,79.2,Distinction
8.2,96.7,3.06,45.1,5.4,2.4,2,1,1,High School,Male,Private,5.5,41.9,44.0,52.9,Pass
4.0,77.1,3.56,74.8,7.5,3.4,3,1,1,Undergraduate,Female,Public,9.5,79.6,69.2,66.9,Pass
4.2,92.3,3.65,71.5,7.8,2.2,2,0,1,Undergraduate,Male,Public,4.3,67.0,64.4,65.5,Pass
4.4,72.5,2.26,66.3,5.1,2.1,4,1,0,High School,Female,Public,5.2,58.2,68.1,46.9,Pass
2.3,52.4,3.61,83.8,6.4,5.2,2,0,0,Undergraduate,Female,Public,11.4,76.4,57.2,49.3,Pass
3.2,64.1,2.17,60.0,6.1,3.4,3,1,1,Postgraduate,Male,Private,8.1,61.5,95.3,45.5,Pass
3.0,100.0,3.41,52.0,6.3,2.2,2,0,0,Postgraduate,Female,Private,15.4,75.8,47.6,52.7,Pass
3.5,73.9,3.43,77.2,8.4,2.6,2,1,1,High School,Male,Public,9.9,50.1,77.5,56.2,Pass
4.9,74.3,1.66,82.7,8.1,5.5,3,1,0,High School,Female,Public,19.5,55.5,45.5,37.7,Fail
5.5,73.5,3.07,51.5,7.0,2.6,4,1,0,Postgraduate,Male,Public,7.0,79.2,70.1,61.6,Pass
8.1,100.0,2.67,93.6,6.2,2.0,5,1,0,High School,Male,Private,8.1,87.3,71.2,92.2,Distinction
3.0,100.0,2.47,39.6,5.0,2.0,5,1,1,None,Male,Public,13.3,64.5,62.9,45.7,Pass
7.0,100.0,3.95,63.4,9.1,2.2,5,0,1,Postgraduate,Female,Private,3.0,23.2,54.1,72.9,Distinction
4.6,75.6,2.54,69.8,7.9,2.1,2,1,0,High School,Male,Public,5.9,62.0,64.3,47.3,Pass
4.9,82.4,2.44,62.3,5.9,1.1,3,0,0,High School,Male,Private,11.8,65.5,66.3,51.3,Pass
6.3,55.3,3.05,63.7,8.1,1.3,2,0,0,High School,Male,Public,0.5,61.5,90.6,59.0,Pass
2.8,100.0,3.48,100.0,6.9,1.8,4,0,1,Undergraduate,Male,Public,6.9,70.0,48.0,70.5,Distinction
5.8,60.5,2.9,58.0,6.6,3.9,2,1,0,High School,Male,Private,11.0,57.8,53.1,41.8,Fail
5.3,81.3,3.82,100.0,7.7,2.4,4,0,1,Postgraduate,Male,Private,41.1,77.6,66.6,86.0,Distinction
6.0,61.5,3.37,83.7,5.9,2.7,3,0,0,Undergraduate,Male,Private,25.1,47.5,57.9,58.7,Pass
5.6,69.2,1.48,76.8,6.5,4.9,3,1,0,Undergraduate,Male,Private,4.0,83.6,60.4,46.5,Pass
9.9,65.4,2.63,84.5,7.2,4.9,5,1,1,High School,Male,Private,8.5,88.3,79.1,86.6,Distinction
3.7,68.9,2.61,100.0,6.3,2.6,4,1,0,High School,Female,Public,0.7,51.3,16.9,39.4,Fail
3.9,69.9,3.34,55.1,8.0,2.1,5,0,0,Undergraduate,Male,Private,3.3,51.3,52.4,48.1,Pass
3.8,69.8,1.16,52.6,9.8,1.7,4,0,0,High School,Male,Private,17.9,71.2,34.1,19.4,Fail
3.9,90.5,4.0,59.9,5.9,4.0,5,0,0,Postgraduate,Male,Public,1.6,47.2,42.9,60.1,Pass
3.7,61.4,3.37,75.6,4.5,2.7,4,0,0,Undergraduate,Female,Private,3.6,57.6,100.0,66.5,Pass
7.4,81.3,3.1,40.5,4.0,2.4,5,0,0,Undergraduate,Male,Public,34.6,81.5,71.6,70.1,Distinction
7.8,96.3,3.83,75.4,6.8,1.8,3,1,1,High School,Male,Public,20.8,76.1,77.2,90.9,Distinction
3.9,70.3,4.0,100.0,6.0,1.8,4,0,1,Undergraduate,Female,Private,18.3,94.7,60.7,80.3,Distinction
3.3,67.2,3.61,78.0,7.3,3.5,4,0,1,High School,Female,Public,24.0,67.6,74.1,63.5,Pass
5.9,74.5,3.66,69.1,7.2,1.0,3,0,0,High School,Female,Public,16.6,55.8,33.7,54.6,Pass
3.9,95.7,3.09,62.6,4.6,4.5,5,0,1,Postgraduate,Male,Public,1.5,65.8,78.6,69.2,Pass
6.3,80.9,2.9,93.0,4.3,2.2,5,0,1,Undergraduate,Male,Public,8.7,62.7,48.9,69.2,Pass
5.4,70.0,2.67,58.5,7.4,2.8,3,0,0,Undergraduate,Male,Public,7.0,63.0,53.5,45.9,Pass
2.0,85.3,2.42,100.0,7.2,1.0,3,1,1,Undergraduate,Male,Private,4.5,64.6,70.1,55.7,Pass
8.1,61.5,2.52,100.0,6.4,3.0,3,0,1,Undergraduate,Female,Private,21.6,51.0,67.1,66.0,Pass
8.6,88.2,2.05,80.1,4.5,2.5,5,0,0,High School,Female,Private,7.5,69.2,63.4,72.3,Distinction
3.8,84.1,2.95,74.8,7.7,2.9,4,0,1,None,Male,Public,0.7,43.9,40.2,45.2,Pass
4.2,73.4,1.82,95.6,8.9,5.2,1,0,0,Undergraduate,Female,Private,3.9,54.2,63.6,42.6,Fail
5.6,65.4,3.13,96.9,7.4,3.3,4,0,0,High School,Male,Private,3.1,63.2,77.4,71.9,Distinction
5.7,64.7,2.97,58.9,5.7,1.8,1,0,0,Undergraduate,Male,Public,26.2,31.1,53.5,36.3,Fail
6.3,86.0,3.1,64.5,7.1,1.9,4,0,1,None,Male,Private,12.5,76.5,83.0,74.6,Distinction
9.0,96.4,2.63,48.6,5.0,3.9,3,0,0,High School,Male,Private,9.9,34.2,48.0,54.1,Pass
4.6,68.4,4.0,83.2,8.6,4.9,3,0,1,None,Female,Public,8.5,75.0,62.1,69.2,Pass
3.4,84.9,3.95,88.3,7.1,3.4,4,0,1,Undergraduate,Female,Public,12.6,45.6,86.6,76.0,Distinction
2.2,46.7,2.13,48.0,4.3,4.0,1,0,1,Undergraduate,Male,Private,16.9,58.9,51.1,11.5,Fail
3.5,69.2,3.16,65.9,6.5,3.9,2,0,0,High School,Male,Public,9.7,72.8,78.9,54.2,Pass
4.9,77.5,2.57,48.1,7.7,5.1,3,0,1,High School,Female,Private,33.4,98.0,93.6,62.9,Pass
8.6,64.4,2.29,57.0,6.5,0.1,3,0,1,Postgraduate,Female,Public,45.2,66.7,64.7,56.3,Pass
4.0,64.0,2.06,86.0,6.6,4.0,3,0,0,High School,Male,Public,60.0,35.3,53.6,34.2,Fail
5.4,68.0,3.3,60.3,5.2,4.5,5,0,1,Undergraduate,Female,Private,13.3,79.3,49.6,59.6,Pass
5.0,82.4,2.52,69.0,7.8,1.0,5,0,1,Postgraduate,Female,Public,32.4,61.5,82.9,65.2,Pass
7.4,75.2,3.68,42.5,6.0,1.7,5,0,1,Postgraduate,Female,Private,6.2,66.0,82.4,75.8,Distinction
10.1,44.4,3.7,78.7,3.8,1.7,5,0,0,Postgraduate,Male,Public,23.6,73.4,85.2,89.8,Distinction
3.9,46.2,3.96,74.1,6.4,1.9,3,1,0,High School,Female,Public,28.8,31.6,61.5,46.1,Pass
4.0,68.9,2.4,60.4,8.5,2.3,3,1,0,Postgraduate,Female,Public,28.1,65.1,78.6,47.9,Pass
7.1,84.9,3.33,71.2,6.4,3.4,3,1,0,Undergraduate,Female,Public,21.3,58.9,61.2,69.3,Pass
6.4,36.8,3.44,78.6,9.6,4.3,5,1,1,Undergraduate,Female,Public,6.3,83.3,47.9,60.3,Pass
8.7,70.5,2.67,58.7,7.6,4.6,4,1,1,None,Female,Private,2.1,75.9,80.0,70.1,Distinction
6.2,70.1,2.46,45.5,7.5,1.7,3,1,1,Postgraduate,Male,Private,4.9,40.6,88.1,49.3,Pass
4.3,98.8,4.0,100.0,6.8,1.7,3,0,1,Undergraduate,Female,Private,17.5,83.9,45.7,81.5,Distinction
6.2,72.2,3.16,62.3,6.9,5.0,4,0,1,Undergraduate,Female,Public,3.2,71.7,45.4,57.4,Pass
7.2,83.7,3.45,73.1,6.6,4.0,4,0,0,None,Female,Private,7.8,41.8,62.6,68.7,Pass
6.6,80.1,2.42,95.2,6.5,3.1,5,1,1,High School,Female,Private,10.0,65.8,77.3,75.2,Distinction
6.0,46.0,2.15,100.0,7.8,3.7,3,1,0,Postgraduate,Male,Public,11.1,80.5,43.9,50.0,Pass
7.1,89.5,2.6,50.1,5.6,3.0,5,0,0,Undergraduate,Male,Public,32.9,46.8,65.6,59.7,Pass
7.3,81.2,2.91,84.0,5.4,3.8,3,1,1,High School,Male,Public,13.0,85.7,52.6,71.4,Distinction
7.8,85.6,2.26,60.8,5.3,2.5,4,0,0,Undergraduate,Female,Public,18.5,42.3,73.2,59.6,Pass
6.3,100.0,2.99,64.2,10.0,3.4,5,0,0,None,Female,Private,10.5,53.1,49.2,63.8,Pass
4.7,46.7,1.82,60.6,7.8,0.7,5,0,1,High School,Male,Public,21.5,50.9,74.3,35.4,Fail
5.3,100.0,2.22,52.5,7.5,2.0,2,0,0,High School,Male,Private,3.7,85.7,59.5,52.8,Pass
7.4,73.7,3.47,74.2,5.4,2.0,3,0,0,High School,Male,Public,2.8,57.6,47.0,63.7,Pass
3.4,82.3,3.42,45.5,7.9,2.4,3,1,0,High School,Male,Public,31.3,47.6,63.0,45.0,Pass
5.7,77.3,2.73,93.9,6.8,1.6,3,1,0,High School,Male,Public,14.2,71.7,31.0,55.5,Pass
4.2,71.6,2.29,76.1,7.3,2.2,4,1,0,High School,Male,Private,13.4,74.9,53.1,48.1,Pass
